,Text,Tweet Id,no_contract,tokenized,lower_case,punctuation_removed,stopwords_removed,Text_Cleaned,Target
12181,"More data more precisely.... Mr. Cook, can use one for their upcoming https://t.co/iGqyxvOsrP",1042785224784896000,"More data more precisely.... Mr. Cook, can use one for their upcoming https://t.co/iGqyxvOsrP","['More', 'data', 'more', 'precisely', '....', 'Mr.', 'Cook', ',', 'can', 'use', 'one', 'for', 'their', 'upcoming', 'https', ':', '//t.co/iGqyxvOsrP']","['more', 'data', 'more', 'precisely', '....', 'mr.', 'cook', ',', 'can', 'use', 'one', 'for', 'their', 'upcoming', 'https', ':', '//t.co/igqyxvosrp']","['more', 'data', 'more', 'precisely', '....', 'mr.', 'cook', 'can', 'use', 'one', 'for', 'their', 'upcoming', 'https', '//t.co/igqyxvosrp']","['data', 'precisely', '....', 'mr.', 'cook', 'use', 'one', 'upcoming', '//t.co/igqyxvosrp']",data precisely .... mr. cook use one upcoming //t.co/igqyxvosrp,0
401,RT Brand New iPhone XS MAX with faulty display. https://t.co/G7f…,1043948087197216770,RT Brand New iPhone XS MAX with faulty display. https://t.co/G7f…,"['RT', 'Brand', 'New', 'iPhone', 'XS', 'MAX', 'with', 'faulty', 'display', '.', 'https', ':', '//t.co/G7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'with', 'faulty', 'display', '.', 'https', ':', '//t.co/g7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'with', 'faulty', 'display', 'https', '//t.co/g7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'faulty', 'display', '//t.co/g7f…']",rt brand new iphone xs max faulty display //t.co/g7f…,0
13584,"RT We reveal the latest news out of California's Park HQ, where Apple showed off new iPhones",1042522670385049602,"RT We reveal the latest news out of California's Park HQ, where Apple showed off new iPhones","['RT', 'We', 'reveal', 'the', 'latest', 'news', 'out', 'of', 'California', ""'s"", 'Park', 'HQ', ',', 'where', 'Apple', 'showed', 'off', 'new', 'iPhones']","['rt', 'we', 'reveal', 'the', 'latest', 'news', 'out', 'of', 'california', ""'s"", 'park', 'hq', ',', 'where', 'apple', 'showed', 'off', 'new', 'iphones']","['rt', 'we', 'reveal', 'the', 'latest', 'news', 'out', 'of', 'california', ""'s"", 'park', 'hq', 'where', 'apple', 'showed', 'off', 'new', 'iphones']","['rt', 'reveal', 'latest', 'news', 'california', ""'s"", 'park', 'hq', 'apple', 'showed', 'new', 'iphones']",rt reveal latest news california 's park hq apple showed new iphones,0
8377,RT unboxing while on Autopilot 😛 https://t.co/NxQFGcr8gJ,1043147298170122240,RT unboxing while on Autopilot 😛 https://t.co/NxQFGcr8gJ,"['RT', 'unboxing', 'while', 'on', 'Autopilot', '😛', 'https', ':', '//t.co/NxQFGcr8gJ']","['rt', 'unboxing', 'while', 'on', 'autopilot', '😛', 'https', ':', '//t.co/nxqfgcr8gj']","['rt', 'unboxing', 'while', 'on', 'autopilot', '😛', 'https', '//t.co/nxqfgcr8gj']","['rt', 'unboxing', 'autopilot', '😛', '//t.co/nxqfgcr8gj']",rt unboxing autopilot 😛 //t.co/nxqfgcr8gj,0
10290,"I bought the new case yesterday, ready for my dreams to be dashed today….",1043034918853337088,"I bought the new case yesterday, ready for my dreams to be dashed today….","['I', 'bought', 'the', 'new', 'case', 'yesterday', ',', 'ready', 'for', 'my', 'dreams', 'to', 'be', 'dashed', 'today…', '.']","['i', 'bought', 'the', 'new', 'case', 'yesterday', ',', 'ready', 'for', 'my', 'dreams', 'to', 'be', 'dashed', 'today…', '.']","['i', 'bought', 'the', 'new', 'case', 'yesterday', 'ready', 'for', 'my', 'dreams', 'to', 'be', 'dashed', 'today…']","['bought', 'new', 'case', 'yesterday', 'ready', 'dreams', 'dashed', 'today…']",bought new case yesterday ready dreams dashed today…,0
9003,RT iPhone 8 Pinkish Gold vs iPhone X🅂 Shiny Gold. https://t.co/YDu5CwVIRg,1043133598029766657,RT iPhone 8 Pinkish Gold vs iPhone X🅂 Shiny Gold. https://t.co/YDu5CwVIRg,"['RT', 'iPhone', '8', 'Pinkish', 'Gold', 'vs', 'iPhone', 'X🅂', 'Shiny', 'Gold', '.', 'https', ':', '//t.co/YDu5CwVIRg']","['rt', 'iphone', '8', 'pinkish', 'gold', 'vs', 'iphone', 'x🅂', 'shiny', 'gold', '.', 'https', ':', '//t.co/ydu5cwvirg']","['rt', 'iphone', '8', 'pinkish', 'gold', 'vs', 'iphone', 'x🅂', 'shiny', 'gold', 'https', '//t.co/ydu5cwvirg']","['rt', 'iphone', '8', 'pinkish', 'gold', 'vs', 'iphone', 'x🅂', 'shiny', 'gold', '//t.co/ydu5cwvirg']",rt iphone 8 pinkish gold vs iphone x🅂 shiny gold //t.co/ydu5cwvirg,0
4465,RT Just arrived at the Apple Store Regent Street London for the launch 😎 (📷 Portrait Selfie) https://t.co…,1043377074805735424,RT Just arrived at the Apple Store Regent Street London for the launch 😎 (📷 Portrait Selfie) https://t.co…,"['RT', 'Just', 'arrived', 'at', 'the', 'Apple', 'Store', 'Regent', 'Street', 'London', 'for', 'the', 'launch', '😎', '(', '📷', 'Portrait', 'Selfie', ')', 'https', ':', '//t.co…']","['rt', 'just', 'arrived', 'at', 'the', 'apple', 'store', 'regent', 'street', 'london', 'for', 'the', 'launch', '😎', '(', '📷', 'portrait', 'selfie', ')', 'https', ':', '//t.co…']","['rt', 'just', 'arrived', 'at', 'the', 'apple', 'store', 'regent', 'street', 'london', 'for', 'the', 'launch', '😎', '📷', 'portrait', 'selfie', 'https', '//t.co…']","['rt', 'arrived', 'apple', 'store', 'regent', 'street', 'london', 'launch', '😎', '📷', 'portrait', 'selfie', '//t.co…']",rt arrived apple store regent street london launch 😎 📷 portrait selfie //t.co…,0
2407,RT Brand New iPhone XS MAX with faulty display. https://t.co/G7f…,1043627707324686336,RT Brand New iPhone XS MAX with faulty display. https://t.co/G7f…,"['RT', 'Brand', 'New', 'iPhone', 'XS', 'MAX', 'with', 'faulty', 'display', '.', 'https', ':', '//t.co/G7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'with', 'faulty', 'display', '.', 'https', ':', '//t.co/g7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'with', 'faulty', 'display', 'https', '//t.co/g7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'faulty', 'display', '//t.co/g7f…']",rt brand new iphone xs max faulty display //t.co/g7f…,0
7168,"RT Sorry 📱 I've loved ❤️ you for the past 11 months...You didn't do anything wrong. Really, it's not you, it's me.…",1043200602065448961,"RT Sorry 📱 I have loved ❤️ you for the past 11 months...You did not do anything wrong. Really, it is not you, it is me.…","['RT', 'Sorry', '📱', 'I', 'have', 'loved', '❤️', 'you', 'for', 'the', 'past', '11', 'months', '...', 'You', 'did', 'not', 'do', 'anything', 'wrong', '.', 'Really', ',', 'it', 'is', 'not', 'you', ',', 'it', 'is', 'me.…']","['rt', 'sorry', '📱', 'i', 'have', 'loved', '❤️', 'you', 'for', 'the', 'past', '11', 'months', '...', 'you', 'did', 'not', 'do', 'anything', 'wrong', '.', 'really', ',', 'it', 'is', 'not', 'you', ',', 'it', 'is', 'me.…']","['rt', 'sorry', '📱', 'i', 'have', 'loved', '❤️', 'you', 'for', 'the', 'past', '11', 'months', '...', 'you', 'did', 'not', 'do', 'anything', 'wrong', 'really', 'it', 'is', 'not', 'you', 'it', 'is', 'me.…']","['rt', 'sorry', '📱', 'loved', '❤️', 'past', '11', 'months', '...', 'anything', 'wrong', 'really', 'me.…']",rt sorry 📱 loved ❤️ past 11 months ... anything wrong really me.…,0
11920,RT Giving away this new !! To WIN this just RETWEET &amp; FOLLOW ME. Good Luck https://t.co/GYa4sT…,1042810452231639040,RT Giving away this new !! To WIN this just RETWEET &amp; FOLLOW ME. Good Luck https://t.co/GYa4sT…,"['RT', 'Giving', 'away', 'this', 'new', '!', '!', 'To', 'WIN', 'this', 'just', 'RETWEET', '&', 'amp', ';', 'FOLLOW', 'ME', '.', 'Good', 'Luck', 'https', ':', '//t.co/GYa4sT…']","['rt', 'giving', 'away', 'this', 'new', '!', '!', 'to', 'win', 'this', 'just', 'retweet', '&', 'amp', ';', 'follow', 'me', '.', 'good', 'luck', 'https', ':', '//t.co/gya4st…']","['rt', 'giving', 'away', 'this', 'new', 'to', 'win', 'this', 'just', 'retweet', 'amp', 'follow', 'me', 'good', 'luck', 'https', '//t.co/gya4st…']","['rt', 'giving', 'away', 'new', 'win', 'retweet', 'amp', 'follow', 'good', 'luck', '//t.co/gya4st…']",rt giving away new win retweet amp follow good luck //t.co/gya4st…,0
347,somebody wanted to pose for portrait mode on 😻🍂 https://t.co/kynGwOjGTe,1043955428584042497,somebody wanted to pose for portrait mode on 😻🍂 https://t.co/kynGwOjGTe,"['somebody', 'wanted', 'to', 'pose', 'for', 'portrait', 'mode', 'on', '😻🍂', 'https', ':', '//t.co/kynGwOjGTe']","['somebody', 'wanted', 'to', 'pose', 'for', 'portrait', 'mode', 'on', '😻🍂', 'https', ':', '//t.co/kyngwojgte']","['somebody', 'wanted', 'to', 'pose', 'for', 'portrait', 'mode', 'on', '😻🍂', 'https', '//t.co/kyngwojgte']","['somebody', 'wanted', 'pose', 'portrait', 'mode', '😻🍂', '//t.co/kyngwojgte']",somebody wanted pose portrait mode 😻🍂 //t.co/kyngwojgte,0
14080,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042466729702518785,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
6544,Its here! Yay! https://t.co/B0vyqt10gf,1043231304551223297,Its here! Yay! https://t.co/B0vyqt10gf,"['Its', 'here', '!', 'Yay', '!', 'https', ':', '//t.co/B0vyqt10gf']","['its', 'here', '!', 'yay', '!', 'https', ':', '//t.co/b0vyqt10gf']","['its', 'here', 'yay', 'https', '//t.co/b0vyqt10gf']","['yay', '//t.co/b0vyqt10gf']",yay //t.co/b0vyqt10gf,0
13297,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042574336316518400,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
2410,RT Now we know the capacity of the batteries of the new and https://t.co/qSwoWK2m…,1043627258181767168,RT Now we know the capacity of the batteries of the new and https://t.co/qSwoWK2m…,"['RT', 'Now', 'we', 'know', 'the', 'capacity', 'of', 'the', 'batteries', 'of', 'the', 'new', 'and', 'https', ':', '//t.co/qSwoWK2m…']","['rt', 'now', 'we', 'know', 'the', 'capacity', 'of', 'the', 'batteries', 'of', 'the', 'new', 'and', 'https', ':', '//t.co/qswowk2m…']","['rt', 'now', 'we', 'know', 'the', 'capacity', 'of', 'the', 'batteries', 'of', 'the', 'new', 'and', 'https', '//t.co/qswowk2m…']","['rt', 'know', 'capacity', 'batteries', 'new', '//t.co/qswowk2m…']",rt know capacity batteries new //t.co/qswowk2m…,0
3925,iPhone Xs Max!! https://t.co/6OxGr5WkhN,1043455508588449792,iPhone Xs Max!! https://t.co/6OxGr5WkhN,"['iPhone', 'Xs', 'Max', '!', '!', 'https', ':', '//t.co/6OxGr5WkhN']","['iphone', 'xs', 'max', '!', '!', 'https', ':', '//t.co/6oxgr5wkhn']","['iphone', 'xs', 'max', 'https', '//t.co/6oxgr5wkhn']","['iphone', 'xs', 'max', '//t.co/6oxgr5wkhn']",iphone xs max //t.co/6oxgr5wkhn,0
3013,"Need optimization for not scaling right, thx",1043565425500536832,"Need optimization for not scaling right, thx","['Need', 'optimization', 'for', 'not', 'scaling', 'right', ',', 'thx']","['need', 'optimization', 'for', 'not', 'scaling', 'right', ',', 'thx']","['need', 'optimization', 'for', 'not', 'scaling', 'right', 'thx']","['need', 'optimization', 'scaling', 'right', 'thx']",need optimization scaling right thx,0
6097,I got a new phone today 😎 https://t.co/XDUlFbi0ko,1043254259981148160,I got a new phone today 😎 https://t.co/XDUlFbi0ko,"['I', 'got', 'a', 'new', 'phone', 'today', '😎', 'https', ':', '//t.co/XDUlFbi0ko']","['i', 'got', 'a', 'new', 'phone', 'today', '😎', 'https', ':', '//t.co/xdulfbi0ko']","['i', 'got', 'a', 'new', 'phone', 'today', '😎', 'https', '//t.co/xdulfbi0ko']","['got', 'new', 'phone', 'today', '😎', '//t.co/xdulfbi0ko']",got new phone today 😎 //t.co/xdulfbi0ko,0
14527,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042428516556390400,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
6148,New means all of your apps have to update...and I deleted many before hand.,1043251580257165313,New means all of your apps have to update...and I deleted many before hand.,"['New', 'means', 'all', 'of', 'your', 'apps', 'have', 'to', 'update', '...', 'and', 'I', 'deleted', 'many', 'before', 'hand', '.']","['new', 'means', 'all', 'of', 'your', 'apps', 'have', 'to', 'update', '...', 'and', 'i', 'deleted', 'many', 'before', 'hand', '.']","['new', 'means', 'all', 'of', 'your', 'apps', 'have', 'to', 'update', '...', 'and', 'i', 'deleted', 'many', 'before', 'hand']","['new', 'means', 'apps', 'update', '...', 'deleted', 'many', 'hand']",new means apps update ... deleted many hand,0
3701,I Just Entered iPhone XS Max Giveaway. Details Here: https://t.co/5IaEkE3gGw,1043484716530192389,I Just Entered iPhone XS Max Giveaway. Details Here: https://t.co/5IaEkE3gGw,"['I', 'Just', 'Entered', 'iPhone', 'XS', 'Max', 'Giveaway', '.', 'Details', 'Here', ':', 'https', ':', '//t.co/5IaEkE3gGw']","['i', 'just', 'entered', 'iphone', 'xs', 'max', 'giveaway', '.', 'details', 'here', ':', 'https', ':', '//t.co/5iaeke3ggw']","['i', 'just', 'entered', 'iphone', 'xs', 'max', 'giveaway', 'details', 'here', 'https', '//t.co/5iaeke3ggw']","['entered', 'iphone', 'xs', 'max', 'giveaway', 'details', '//t.co/5iaeke3ggw']",entered iphone xs max giveaway details //t.co/5iaeke3ggw,0
9408,Apple will no longer provide Lightning to 3.5mm adapter with the iPhone https://t.co/GMW9pfPMJG https://t.co/IXbDCmkvrx,1043110116135002112,Apple will no longer provide Lightning to 3.5mm adapter with the iPhone https://t.co/GMW9pfPMJG https://t.co/IXbDCmkvrx,"['Apple', 'will', 'no', 'longer', 'provide', 'Lightning', 'to', '3.5mm', 'adapter', 'with', 'the', 'iPhone', 'https', ':', '//t.co/GMW9pfPMJG', 'https', ':', '//t.co/IXbDCmkvrx']","['apple', 'will', 'no', 'longer', 'provide', 'lightning', 'to', '3.5mm', 'adapter', 'with', 'the', 'iphone', 'https', ':', '//t.co/gmw9pfpmjg', 'https', ':', '//t.co/ixbdcmkvrx']","['apple', 'will', 'no', 'longer', 'provide', 'lightning', 'to', '3.5mm', 'adapter', 'with', 'the', 'iphone', 'https', '//t.co/gmw9pfpmjg', 'https', '//t.co/ixbdcmkvrx']","['apple', 'longer', 'provide', 'lightning', '3.5mm', 'adapter', 'iphone', '//t.co/gmw9pfpmjg', '//t.co/ixbdcmkvrx']",apple longer provide lightning 3.5mm adapter iphone //t.co/gmw9pfpmjg //t.co/ixbdcmkvrx,0
3865,"RT Good evening, Jio and Apple fans. They’re here: 👍🌈💥⚡️ https://t.co/f5nCJTlhlk",1043464299606208512,"RT Good evening, Jio and Apple fans. they are here: 👍🌈💥⚡️ https://t.co/f5nCJTlhlk","['RT', 'Good', 'evening', ',', 'Jio', 'and', 'Apple', 'fans', '.', 'they', 'are', 'here', ':', '👍🌈💥⚡️', 'https', ':', '//t.co/f5nCJTlhlk']","['rt', 'good', 'evening', ',', 'jio', 'and', 'apple', 'fans', '.', 'they', 'are', 'here', ':', '👍🌈💥⚡️', 'https', ':', '//t.co/f5ncjtlhlk']","['rt', 'good', 'evening', 'jio', 'and', 'apple', 'fans', 'they', 'are', 'here', '👍🌈💥⚡️', 'https', '//t.co/f5ncjtlhlk']","['rt', 'good', 'evening', 'jio', 'apple', 'fans', '👍🌈💥⚡️', '//t.co/f5ncjtlhlk']",rt good evening jio apple fans 👍🌈💥⚡️ //t.co/f5ncjtlhlk,0
7570,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1043184318045192192,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
12481,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042756204609515520,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
4058,RT The iPhone XS has a secret second notch that you’ll never see https://t.co/vumd0hNYvd,1043438282120601601,RT The iPhone XS has a secret second notch that you will never see https://t.co/vumd0hNYvd,"['RT', 'The', 'iPhone', 'XS', 'has', 'a', 'secret', 'second', 'notch', 'that', 'you', 'will', 'never', 'see', 'https', ':', '//t.co/vumd0hNYvd']","['rt', 'the', 'iphone', 'xs', 'has', 'a', 'secret', 'second', 'notch', 'that', 'you', 'will', 'never', 'see', 'https', ':', '//t.co/vumd0hnyvd']","['rt', 'the', 'iphone', 'xs', 'has', 'a', 'secret', 'second', 'notch', 'that', 'you', 'will', 'never', 'see', 'https', '//t.co/vumd0hnyvd']","['rt', 'iphone', 'xs', 'secret', 'second', 'notch', 'never', 'see', '//t.co/vumd0hnyvd']",rt iphone xs secret second notch never see //t.co/vumd0hnyvd,0
